Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Family_Size,Spending_Score
Female,Yes,48,Yes,Engineer,1,3,High
Male,No,38,Yes,Artist,,2,Low
Male,Yes,57,Yes,Artist,1,5,Average
Female,No,48,No,Entertainment,,1,Low
Female,Yes,79,Yes,Lawyer,4,,High
Male,Yes,81,Yes,Lawyer,1,1,Low
Female,No,21,No,Marketing,1,8,Low
Female,No,33,Yes,Healthcare,1,2,Low
Male,No,38,Yes,Artist,0,2,Low
Female,Yes,37,Yes,Artist,,3,Average
Female,No,33,Yes,Artist,10,1,Low
Male,Yes,38,Yes,Artist,8,2,Average
Female,Yes,39,Yes,Artist,1,4,Average
Female,Yes,59,Yes,Artist,0,2,High
Female,Yes,57,Yes,Artist,,4,Average
Male,Yes,80,Yes,Lawyer,1,1,Low
Male,Yes,42,No,Entertainment,6,3,Low
Male,Yes,75,Yes,Lawyer,2,1,Low
Female,No,29,No,Engineer,9,2,Low
Female,No,33,Yes,Engineer,1,2,Low
Female,Yes,63,Yes,Artist,1,2,Low
Male,No,33,Yes,Entertainment,9,6,Low
Male,No,22,No,Healthcare,8,4,Low
Male,Yes,36,Yes,Artist,8,2,Average
Female,Yes,53,Yes,Artist,0,3,Average
Male,Yes,35,Yes,Entertainment,6,5,Low
Female,Yes,29,Yes,Healthcare,6,2,Average
Female,Yes,31,Yes,Healthcare,0,1,Low
Male,Yes,38,Yes,Artist,0,4,Low
Male,No,22,No,Healthcare,9,8,Low
Female,Yes,57,Yes,Artist,1,3,Average
Female,Yes,42,No,Engineer,1,6,Average
Male,No,78,Yes,Entertainment,,1,Low
Female,Yes,77,Yes,Lawyer,6,2,High
Male,Yes,79,Yes,Lawyer,1,2,High
Male,Yes,53,Yes,Healthcare,3,4,High
Female,Yes,42,Yes,Artist,1,2,Low
Female,No,72,Yes,Artist,1,2,Low
Male,Yes,71,No,Executive,1,2,Average
Female,No,25,No,Engineer,9,1,Low
Male,Yes,74,Yes,Lawyer,,2,High
Male,Yes,61,Yes,Executive,0,3,Low
Male,Yes,48,Yes,Doctor,5,3,Average
Female,No,28,No,Healthcare,0,4,Low
Female,Yes,43,Yes,Entertainment,0,2,Average
Female,No,18,No,Healthcare,,3,Low
Male,Yes,82,Yes,Lawyer,0,2,High
Male,Yes,40,Yes,Artist,14,1,Low
Male,No,32,No,Healthcare,9,3,Low
Male,No,27,Yes,Healthcare,,4,Low
Male,,55,Yes,Entertainment,,5,Average
Female,No,21,No,Healthcare,3,2,Low
Female,No,28,No,Entertainment,10,2,Low
Male,Yes,43,Yes,Artist,3,3,Average
Female,Yes,38,No,Engineer,0,5,Average
Male,Yes,63,Yes,Artist,5,4,Average
Male,Yes,25,Yes,Artist,3,2,Average
Male,Yes,41,Yes,Artist,8,3,Average
Male,No,27,Yes,Doctor,,1,Low
Male,Yes,37,Yes,Artist,1,3,Average
Female,Yes,57,No,Engineer,0,1,Low
Male,Yes,86,Yes,Healthcare,0,1,Low
Male,Yes,56,No,Executive,1,8,High
Female,No,27,Yes,Homemaker,9,1,Low
Male,Yes,70,No,Executive,1,2,High
Female,No,22,No,Healthcare,8,4,Low
Male,Yes,35,Yes,Doctor,5,2,High
Male,No,31,No,Healthcare,2,2,Low
Male,Yes,40,Yes,Artist,1,4,Average
Female,Yes,43,Yes,Artist,0,2,Low
Female,Yes,38,No,Engineer,9,2,Low
Male,Yes,84,Yes,Lawyer,,,Low
Female,No,28,No,Entertainment,1,4,Low
Female,No,39,No,Engineer,2,,Low
Female,No,48,Yes,Artist,1,1,Low
Female,Yes,41,Yes,Artist,8,2,Average
Female,No,29,No,Healthcare,0,3,Low
Male,Yes,45,No,Artist,1,3,Average
Female,Yes,45,Yes,Artist,,5,High
Female,No,41,Yes,Entertainment,5,2,Low
Female,Yes,28,No,Homemaker,9,3,High
Male,No,20,,Healthcare,0,3,Low
Female,Yes,69,Yes,Lawyer,1,2,High
Male,Yes,53,Yes,Artist,1,3,Average
Male,,47,,Executive,1,5,Average
Female,Yes,81,Yes,Lawyer,1,2,High
Male,Yes,48,Yes,Doctor,9,5,Average
Female,Yes,45,Yes,Artist,8,2,Average
Female,Yes,28,No,Entertainment,,2,Average
Male,Yes,57,No,Entertainment,0,3,High
Male,Yes,51,Yes,Artist,,3,High
Male,No,27,No,Entertainment,0,3,Low
Female,No,27,Yes,Entertainment,8,3,Low
Male,Yes,30,Yes,Healthcare,1,2,High
Female,No,21,No,Healthcare,1,4,Low
Male,No,38,Yes,Entertainment,1,2,Low
Male,Yes,57,No,Marketing,1,3,High
Female,Yes,78,Yes,Lawyer,1,2,High
Female,Yes,46,Yes,Homemaker,8,3,Average
Male,Yes,75,No,Executive,1,2,High
Female,Yes,39,Yes,Homemaker,,1,Low
Male,,61,Yes,Artist,1,5,Average
Female,Yes,52,Yes,Engineer,4,1,Low
Female,No,25,No,Homemaker,0,3,Low
Female,Yes,37,Yes,Artist,,3,Average
Male,Yes,31,Yes,Healthcare,2,2,Low
Female,No,18,No,Healthcare,1,4,Low
Male,No,36,Yes,Engineer,,2,Low
Female,Yes,59,Yes,Artist,3,5,High
Male,Yes,39,Yes,Artist,0,2,Average
Female,Yes,52,,Engineer,1,1,Low
Female,No,25,Yes,Artist,9,1,Low
Female,Yes,47,No,Artist,7,1,Low
Male,Yes,32,Yes,Entertainment,1,2,Low
Female,Yes,38,No,Doctor,1,2,Average
Male,Yes,52,Yes,Artist,3,4,Average
Male,No,21,No,Healthcare,0,6,Low
Male,Yes,70,No,Lawyer,0,1,Low
Male,No,31,No,Healthcare,8,4,Low
Female,No,23,No,Doctor,0,4,Low
Male,No,33,No,Marketing,1,3,Low
Male,Yes,37,Yes,Marketing,,2,High
Female,Yes,77,Yes,Lawyer,1,2,High
Female,Yes,42,Yes,Engineer,8,2,Low
Male,Yes,73,Yes,Healthcare,1,3,Average
Female,Yes,40,Yes,Engineer,1,6,Average
Female,No,33,Yes,Artist,0,3,Low
Male,No,18,No,Healthcare,0,3,Low
Female,,22,No,Doctor,6,3,High
Female,Yes,43,Yes,,1,2,Low
Female,,29,No,Healthcare,1,4,Low
Male,,37,Yes,Doctor,8,6,Low
Male,Yes,59,Yes,Artist,1,2,Low
Female,No,32,No,Healthcare,8,4,Low
Female,No,42,No,Homemaker,,1,Low
Female,Yes,46,Yes,Artist,1,1,Low
Male,Yes,53,Yes,Entertainment,1,3,Low
Male,Yes,41,Yes,Artist,1,3,Average
Male,No,21,No,Healthcare,1,3,Low
Male,Yes,62,No,Executive,0,2,High
Male,No,31,No,Healthcare,,,Low
Female,No,58,Yes,Engineer,1,1,Low
Male,Yes,36,Yes,Artist,4,1,Low
Female,No,28,Yes,Entertainment,0,2,Low
Female,Yes,47,Yes,Doctor,1,4,Average
Female,No,36,No,Engineer,9,,Low
Male,No,36,Yes,Artist,0,,Low
Female,,33,Yes,Healthcare,0,5,Low
Female,Yes,46,Yes,Artist,0,4,High
Male,Yes,49,Yes,Artist,0,2,Average
Male,No,33,No,Healthcare,0,5,Low
Female,Yes,49,Yes,Homemaker,8,2,Average
Male,Yes,25,Yes,Artist,9,4,Low
Male,Yes,80,Yes,Executive,3,1,Low
Male,No,36,Yes,Healthcare,8,4,Low
Male,No,26,No,Engineer,7,1,Low
Female,Yes,45,No,Doctor,1,1,Low
Female,Yes,41,Yes,Entertainment,,4,Average
Female,Yes,69,Yes,Artist,0,2,Low
Male,Yes,53,Yes,Entertainment,1,4,Average
Male,Yes,41,Yes,Artist,8,2,High
Male,Yes,43,No,Executive,1,4,Low
Female,Yes,51,Yes,Artist,1,2,Average
Male,Yes,45,Yes,Artist,1,6,Average
Male,Yes,50,Yes,Executive,4,3,High
Male,Yes,57,Yes,Doctor,0,4,Average
Male,Yes,70,Yes,Lawyer,3,2,High
Female,Yes,59,No,Artist,1,3,Low
Male,Yes,84,Yes,Lawyer,,1,Low
Female,No,30,Yes,Healthcare,0,5,Low
Male,Yes,43,Yes,Engineer,,4,Average
Male,No,40,Yes,Artist,7,1,Low
Male,Yes,74,No,Lawyer,0,1,Low
Male,No,33,No,Marketing,0,3,Low
Female,Yes,63,Yes,Marketing,2,1,Low
Male,Yes,41,Yes,Executive,,5,High
Female,Yes,60,No,Lawyer,1,3,Average
Male,Yes,62,Yes,Artist,0,,Average
Male,No,31,Yes,Doctor,3,4,Low
Female,Yes,28,Yes,Homemaker,9,2,Average
Female,Yes,37,No,Entertainment,1,2,Average
Male,Yes,70,No,Lawyer,0,2,High
Male,Yes,78,No,Entertainment,0,2,Low
Male,No,19,No,,9,3,Low
Female,No,38,Yes,Artist,8,8,Low
Male,No,19,No,Entertainment,0,3,Low
Female,Yes,28,No,Doctor,9,1,Low
Female,Yes,73,No,Executive,0,3,Low
Male,Yes,84,No,Lawyer,1,2,High
Male,No,21,No,Healthcare,7,4,Low
Male,Yes,79,No,Lawyer,0,2,High
Male,No,20,No,Healthcare,0,,Low
Male,No,59,No,Entertainment,,1,Low
Male,Yes,42,Yes,Artist,0,3,Average
Male,Yes,55,Yes,Homemaker,0,4,Low
Male,Yes,41,Yes,Artist,0,2,Low
Male,Yes,48,Yes,Entertainment,1,,Low
Male,Yes,72,Yes,Executive,1,4,High
Male,Yes,52,No,Artist,,6,Average
Female,No,25,Yes,,8,1,Low
Male,Yes,56,Yes,Artist,0,2,Low
Male,Yes,80,No,Lawyer,,2,High
Male,Yes,83,No,Executive,0,7,Low
Male,Yes,48,Yes,Artist,1,2,Average
Female,Yes,47,Yes,Doctor,1,2,Average
Female,Yes,47,Yes,Doctor,1,2,Average
Female,Yes,83,No,Lawyer,1,2,High
Female,Yes,38,No,Engineer,1,1,Low
Male,No,29,Yes,Healthcare,3,3,Low
Male,Yes,50,Yes,Entertainment,0,4,Average
Female,Yes,52,No,Engineer,6,4,Average
Male,Yes,67,No,Lawyer,,2,High
Male,No,33,Yes,Entertainment,1,8,Low
Male,Yes,36,No,Executive,1,6,High
Male,Yes,65,No,Entertainment,7,4,Average
Female,No,25,No,Marketing,1,9,Low
Male,Yes,27,No,Entertainment,4,4,Low
Male,Yes,22,No,Doctor,1,4,Low
Male,Yes,51,No,Engineer,0,3,Average
Female,No,42,Yes,Entertainment,1,1,Low
Male,Yes,46,Yes,Artist,,4,Average
Female,No,23,No,Healthcare,1,3,Low
Male,Yes,80,Yes,Lawyer,0,2,High
Female,Yes,40,Yes,Entertainment,12,6,Low
Female,Yes,48,Yes,Artist,0,2,Average
Female,No,55,Yes,Artist,3,1,Low
Male,Yes,36,Yes,Entertainment,1,3,Low
Male,Yes,41,Yes,Artist,12,2,Average
Female,No,32,Yes,Artist,0,3,Low
Male,Yes,37,Yes,Entertainment,8,2,Average
Male,No,30,No,Healthcare,0,2,Low
Female,Yes,79,Yes,Lawyer,1,1,Low
Male,Yes,65,Yes,Artist,0,4,Average
Male,Yes,49,Yes,Executive,0,4,High
Male,Yes,53,Yes,Artist,1,4,Average
Male,No,20,No,Healthcare,8,5,Low
Female,Yes,78,No,Lawyer,1,2,High
Male,No,32,Yes,Doctor,6,5,Low
Male,No,23,No,Healthcare,3,2,Low
Female,Yes,40,Yes,Artist,1,2,Average
Female,No,30,No,Engineer,0,3,Low
Male,Yes,45,Yes,Entertainment,0,4,Low
Male,Yes,25,No,Healthcare,1,2,Average
Female,No,20,No,Healthcare,0,4,Low
Female,Yes,28,,Homemaker,6,3,Average
Female,No,27,Yes,Healthcare,1,3,Low
Male,No,19,No,Healthcare,0,3,Low
Female,No,27,No,Doctor,1,,Low
Female,No,26,Yes,Healthcare,0,4,Low
Male,Yes,55,No,Artist,0,2,Average
Female,Yes,41,No,Engineer,8,3,Average
Male,No,25,No,Healthcare,0,4,Low
Female,Yes,67,Yes,Artist,1,2,Average
Female,Yes,25,No,Engineer,,2,Average
Male,Yes,87,Yes,Lawyer,0,1,Low
Male,Yes,26,No,Doctor,9,6,Low
Female,Yes,37,Yes,Artist,4,1,Low
Male,No,42,Yes,Doctor,1,1,Low
Female,No,31,Yes,Healthcare,6,4,Low
Female,No,20,No,Healthcare,0,3,Low
Male,Yes,51,Yes,Entertainment,,4,High
Female,Yes,88,Yes,Lawyer,0,1,Low
Male,No,33,Yes,Healthcare,8,4,Low
Female,No,55,Yes,Artist,1,1,Low
Male,No,22,No,Healthcare,1,3,Low
Female,No,39,Yes,Engineer,1,3,Low
Male,Yes,62,Yes,Artist,0,3,Low
Female,Yes,37,No,Homemaker,13,3,Average
Female,No,26,Yes,Homemaker,9,1,Low
Male,No,27,Yes,Artist,9,2,Low
Male,No,29,Yes,Healthcare,1,4,Low
Female,No,31,Yes,Entertainment,1,1,Low
Male,Yes,40,Yes,Entertainment,9,5,Average
Male,Yes,56,Yes,Entertainment,0,2,Low
Female,Yes,45,Yes,Artist,1,5,High
Female,No,40,Yes,Entertainment,5,1,Low
Male,No,30,Yes,Healthcare,9,3,Low
Male,No,23,No,Healthcare,1,4,Low
Male,Yes,46,Yes,Artist,0,2,Low
Female,Yes,39,Yes,Healthcare,8,2,High
Female,Yes,65,No,Lawyer,0,9,High
Male,No,40,Yes,Artist,0,1,Low
Male,Yes,36,No,Engineer,,,Average
Female,No,18,No,Healthcare,3,4,Low
Male,Yes,73,Yes,Executive,1,2,High
Female,Yes,67,No,Engineer,,4,Average
Female,Yes,50,Yes,Artist,1,3,Average
Male,Yes,38,Yes,Artist,4,3,Average
Male,No,18,No,Healthcare,0,5,Low
Male,No,19,No,,9,4,Low
Male,No,19,No,Healthcare,0,4,Low
Female,Yes,39,Yes,Artist,9,,Low
Female,No,26,No,Engineer,5,2,Low
Male,Yes,58,Yes,Artist,7,2,Low
Female,No,28,Yes,Artist,1,2,Low
Female,Yes,53,Yes,Artist,1,2,Average
Male,No,18,No,Doctor,4,2,Low
Male,Yes,49,Yes,Entertainment,7,4,Average
Male,No,19,No,Healthcare,0,3,Low
Male,No,20,No,Doctor,0,4,Low
Male,Yes,55,Yes,Artist,2,2,Low
Female,No,32,Yes,Engineer,0,3,Low
Male,No,27,No,Healthcare,10,4,Low
Male,Yes,72,Yes,Executive,1,5,High
Female,No,59,Yes,Artist,1,1,Low
Female,Yes,35,Yes,Artist,0,3,Low
Female,No,32,Yes,Engineer,9,1,Low
Female,Yes,28,Yes,Healthcare,10,2,High
Male,Yes,19,No,Entertainment,1,2,Low
Male,Yes,52,Yes,Artist,2,1,High
Male,No,29,No,Doctor,1,3,Low
Female,Yes,51,Yes,Homemaker,12,4,Average
Male,No,27,Yes,Healthcare,1,5,Low
Female,No,47,Yes,Entertainment,0,1,Low
Male,Yes,61,No,Entertainment,1,1,Low
Female,Yes,75,No,Lawyer,0,2,High
Male,No,19,No,Healthcare,1,1,Low
Male,Yes,48,Yes,Artist,0,2,Average
Male,Yes,59,Yes,Artist,3,2,Average
Male,Yes,42,No,Homemaker,8,1,Low
Female,No,86,Yes,Lawyer,1,1,Low
Male,No,33,Yes,Entertainment,9,4,Low
Female,Yes,37,Yes,Artist,,2,High
Male,Yes,49,No,Executive,3,5,High
Male,Yes,52,Yes,Entertainment,,3,Average
Male,No,41,Yes,Artist,,3,Low
Male,No,26,Yes,Healthcare,1,,Low
Male,No,23,No,Doctor,1,5,Low
Male,No,35,No,Doctor,1,3,Low
Male,Yes,37,Yes,Artist,2,2,Average
Male,Yes,43,Yes,Entertainment,7,2,Low
Male,Yes,50,No,Engineer,1,2,Low
Female,No,50,No,Engineer,1,1,Low
Female,No,26,No,Healthcare,3,,Low
Female,No,20,No,Healthcare,8,3,Low
Female,Yes,31,No,Homemaker,9,2,Average
Female,No,31,Yes,Healthcare,9,3,Low
Male,Yes,41,No,Executive,1,5,Average
Male,Yes,84,No,Lawyer,1,1,Low
Female,No,22,,Healthcare,8,5,Low
Male,Yes,57,No,,1,5,Low
Female,No,23,No,Healthcare,0,4,Low
Female,Yes,69,No,Lawyer,0,1,Low
Female,Yes,68,Yes,Artist,4,2,Low
Female,No,30,No,Healthcare,8,4,Low
Female,No,26,Yes,Doctor,1,1,Low
Male,Yes,79,,Lawyer,1,1,Low
Male,Yes,32,Yes,Doctor,0,,Low
Female,No,36,Yes,Artist,1,1,Low
Male,No,18,No,Entertainment,0,5,Low
Male,No,30,Yes,Healthcare,8,4,Low
Female,No,46,Yes,Artist,9,1,Low
Male,Yes,33,Yes,,0,2,Low
Male,No,19,No,Healthcare,2,5,Low
Male,No,33,Yes,Entertainment,0,4,Low
Female,Yes,65,Yes,Artist,13,1,Low
Male,Yes,26,Yes,Artist,6,2,Average
Female,No,30,Yes,Homemaker,6,1,Low
Female,No,33,Yes,Entertainment,1,4,Low
Female,Yes,27,Yes,Engineer,0,4,Average
Male,Yes,65,Yes,Artist,0,2,Average
Male,Yes,77,No,Lawyer,1,2,Low
Female,No,20,No,Engineer,0,4,Low
Female,No,27,Yes,Homemaker,6,7,Low
Male,Yes,78,,Lawyer,,,Low
Female,Yes,51,Yes,Doctor,1,4,Average
Male,No,18,No,Healthcare,13,4,Low
Female,Yes,63,Yes,Artist,5,1,Low
Male,Yes,36,Yes,Engineer,1,3,Average
Male,Yes,43,Yes,Executive,1,4,High
Male,Yes,46,Yes,Executive,0,4,High
Male,No,51,Yes,Artist,0,3,Low
Male,No,43,Yes,Engineer,0,1,Low
Female,Yes,43,Yes,Artist,0,2,Average
Female,No,37,Yes,Entertainment,1,1,Low
Female,Yes,63,No,Artist,0,5,Average
Male,No,30,No,Doctor,,5,Low
Female,Yes,37,Yes,Entertainment,5,2,Average
Male,Yes,53,No,Artist,8,3,Average
Female,Yes,26,Yes,Healthcare,6,7,High
Male,Yes,40,Yes,Artist,0,2,Average
Male,Yes,41,Yes,Entertainment,0,4,Average
Male,Yes,66,Yes,Artist,2,1,Low
Male,Yes,80,Yes,Lawyer,,1,Low
Female,Yes,37,No,Engineer,0,5,Average
Female,Yes,42,No,Artist,1,4,High
Female,No,38,Yes,Artist,1,2,Low
Female,No,53,No,Lawyer,1,1,Low
Male,No,33,No,Executive,5,2,Low
Female,Yes,52,No,,7,7,Average
Male,Yes,33,No,Executive,,4,High
Male,No,19,No,Healthcare,1,3,Low
Male,Yes,53,Yes,Artist,,3,Average
Male,Yes,50,Yes,Doctor,0,8,Average
Female,No,26,No,Engineer,0,2,Low
Male,No,20,No,Healthcare,1,3,Low
Female,Yes,53,Yes,Executive,0,4,High
Female,Yes,41,Yes,Artist,0,2,Average
Male,Yes,48,Yes,Executive,0,3,High
Male,Yes,56,No,Executive,0,4,High
Female,No,66,Yes,Artist,0,1,Low
Male,Yes,35,No,Entertainment,8,4,Average
Male,Yes,50,No,Entertainment,0,2,Low
Female,Yes,51,Yes,Artist,3,2,Low
Female,No,30,No,Healthcare,8,3,Low
Male,No,30,No,Executive,1,4,Low
Female,No,50,Yes,Artist,9,1,Low
Male,Yes,61,Yes,Artist,,1,Low
Male,No,19,No,Healthcare,0,5,Low
Female,No,22,No,Doctor,0,2,Low
Female,No,35,Yes,Healthcare,9,1,Low
Female,Yes,47,Yes,Engineer,0,4,Low
Male,No,32,No,Doctor,12,4,Low
Male,Yes,33,No,Healthcare,11,2,High
Female,No,25,Yes,Healthcare,,2,Low
Female,No,28,No,Healthcare,1,4,Low
Male,No,32,No,Homemaker,,2,Low
Female,Yes,50,Yes,Healthcare,1,6,High
Female,Yes,37,Yes,Engineer,,3,Average
Male,No,53,Yes,Artist,1,1,Low
Female,Yes,49,Yes,Artist,1,2,Low
Male,Yes,72,Yes,Lawyer,1,1,Low
Male,Yes,60,Yes,Executive,0,3,High
Male,No,48,Yes,Artist,4,1,Low
Female,No,32,No,Healthcare,1,4,Low
Male,No,48,Yes,Entertainment,1,2,Low
Female,No,33,Yes,Entertainment,0,1,Low
Female,Yes,26,No,Engineer,7,2,Low
Female,Yes,38,Yes,Artist,1,4,Average
Female,Yes,56,Yes,Artist,0,1,Low
Female,No,41,Yes,Entertainment,1,,Low
Female,Yes,43,Yes,Engineer,0,4,High
Female,Yes,51,Yes,Artist,0,2,Average
Female,Yes,47,Yes,Artist,7,2,Average
Male,No,28,Yes,Artist,1,3,Low
Male,No,20,No,Healthcare,1,2,Low
Female,Yes,38,No,Artist,0,3,Low
Male,Yes,57,Yes,Executive,1,3,High
Female,Yes,28,No,Engineer,1,2,Average
Male,No,39,Yes,Artist,1,1,Low
Male,Yes,89,Yes,Marketing,1,2,High
Female,Yes,81,Yes,Lawyer,0,2,Average
Male,No,33,Yes,Entertainment,1,4,Low
Male,Yes,32,Yes,Artist,5,2,Average
Male,,79,No,Lawyer,0,1,Low
Female,Yes,41,Yes,Artist,1,3,Average
Male,Yes,43,Yes,Artist,9,2,Average
Female,Yes,68,No,Doctor,8,2,Average
Female,Yes,58,Yes,Artist,7,2,Low
Male,Yes,51,Yes,Entertainment,1,5,Average
Male,Yes,47,Yes,Artist,0,2,Low
Female,Yes,55,Yes,Homemaker,13,3,Average
Female,No,39,Yes,Artist,9,1,Low
Female,No,33,Yes,Healthcare,1,5,Low
Female,Yes,62,Yes,Artist,9,1,Low
Male,Yes,51,No,Executive,0,4,High
Male,No,29,Yes,Entertainment,8,3,Low
Female,No,48,Yes,Artist,4,1,Low
Male,No,41,No,Engineer,9,7,Low
Male,No,42,Yes,Healthcare,9,1,Low
Female,No,20,No,Healthcare,0,3,Low
Female,Yes,60,Yes,Artist,0,4,Average
Female,Yes,72,Yes,Lawyer,1,2,High
Male,No,25,Yes,Entertainment,9,1,Low
Female,Yes,57,Yes,Doctor,1,4,Average
Female,Yes,40,Yes,Engineer,8,4,Average
Male,Yes,35,No,Doctor,9,2,Low
Female,Yes,31,Yes,Engineer,1,2,Low
Female,Yes,78,No,Lawyer,1,1,Low
Female,No,41,Yes,Artist,9,1,Low
Male,Yes,57,Yes,Artist,0,3,Average
Female,Yes,41,Yes,Marketing,9,3,Low
Male,Yes,49,Yes,Artist,1,2,Low
Male,No,40,No,Engineer,1,2,Low
Male,Yes,89,Yes,Lawyer,0,2,Low
Male,Yes,61,Yes,Executive,0,2,High
Female,Yes,38,No,Entertainment,3,3,Average
Female,Yes,58,Yes,Doctor,5,3,Average
Female,Yes,46,Yes,Artist,0,2,Average
Female,No,22,No,Engineer,,3,Low
Male,Yes,39,Yes,Entertainment,6,2,Average
Female,Yes,58,Yes,Engineer,1,4,Average
Female,Yes,38,Yes,Artist,8,2,Average
Male,Yes,28,No,Artist,1,2,Average
Female,Yes,35,Yes,Artist,7,4,High
Female,Yes,70,Yes,Lawyer,1,2,High
Male,Yes,30,No,Executive,4,4,High
Male,Yes,55,No,Entertainment,1,,Low
Female,Yes,57,Yes,Artist,,1,Low
Female,,22,No,Healthcare,0,6,Low
Male,Yes,63,Yes,Entertainment,0,4,Average
Female,No,42,Yes,Executive,,1,Low
Male,Yes,27,Yes,Healthcare,4,3,High
Female,No,43,Yes,Artist,1,1,Low
Male,Yes,69,No,Executive,0,4,High
Male,Yes,67,Yes,Executive,1,,Low
Male,Yes,72,Yes,Marketing,0,1,Low
Female,Yes,89,Yes,Lawyer,1,,Low
Male,Yes,26,Yes,Executive,0,3,Low
Female,No,53,Yes,Artist,9,1,Low
Male,Yes,49,Yes,Artist,1,4,Average
Female,No,28,No,Artist,1,5,Low
Male,Yes,52,Yes,Executive,1,4,High
Male,Yes,43,Yes,Executive,,4,High
Male,Yes,38,No,Artist,8,5,High
Female,Yes,27,No,Homemaker,9,2,Average
Male,No,18,No,Healthcare,5,4,Low
Male,Yes,59,Yes,Entertainment,1,3,Low
Male,No,22,No,Healthcare,1,3,Low
Male,No,32,Yes,Doctor,0,4,Low
Female,Yes,35,Yes,Artist,0,2,Low
Male,Yes,51,Yes,Artist,5,4,Average
Female,No,22,No,Healthcare,8,6,Low
Male,Yes,49,No,Executive,,3,High
Female,Yes,42,Yes,Artist,,,Low
Male,No,32,No,Entertainment,1,3,Low
Male,No,55,No,Lawyer,,1,Low
Male,No,31,Yes,Entertainment,,,Low
Female,Yes,36,Yes,Doctor,7,2,Average
Male,No,32,Yes,Healthcare,1,3,Low
Male,No,18,No,Healthcare,0,4,Low
Female,No,31,Yes,Healthcare,4,3,Low
Male,Yes,53,Yes,Artist,0,7,High
Female,No,42,Yes,Engineer,8,3,Low
Male,No,75,No,Lawyer,,2,Low
Male,No,30,Yes,Artist,7,3,Low
Male,No,19,No,Healthcare,1,4,Low
Male,Yes,67,No,Lawyer,,,Low
Male,Yes,46,Yes,Entertainment,1,2,Low
Male,Yes,51,Yes,Engineer,1,2,Low
Female,No,32,No,Engineer,1,9,Low
Female,,53,No,Artist,9,2,Low
Female,No,46,Yes,Artist,5,1,Low
Female,No,45,Yes,Artist,3,1,Low
Male,Yes,50,Yes,Executive,1,3,Average
Female,Yes,36,No,Engineer,1,3,Low
Female,No,40,Yes,Artist,8,1,Low
Female,Yes,40,Yes,Artist,,2,Low
Male,Yes,43,No,Artist,1,9,High
Male,No,19,No,Healthcare,8,5,Low
Male,Yes,42,No,Entertainment,6,2,Average
Male,No,29,Yes,Healthcare,1,1,Low
Female,Yes,37,Yes,Doctor,9,2,Average
Female,No,38,No,Artist,14,1,Low
Female,Yes,79,Yes,Lawyer,0,1,Low
Male,No,25,No,Entertainment,2,7,Low
Female,No,29,No,Marketing,1,5,Low
Female,No,33,Yes,Homemaker,1,1,Low
Female,No,26,No,Healthcare,,6,Low
Male,No,26,No,Doctor,1,4,Low
Female,Yes,38,Yes,Artist,9,2,Average
Male,Yes,63,Yes,Artist,1,,Average
Female,No,60,Yes,Artist,1,3,Low
Female,No,33,No,Engineer,0,7,Low
Female,Yes,71,Yes,Lawyer,1,1,Low
Male,Yes,45,Yes,Artist,,2,Low
Female,Yes,60,Yes,Artist,0,2,Average
Female,Yes,31,Yes,Artist,0,2,Average
Female,No,26,Yes,Healthcare,8,1,Low
Female,Yes,42,Yes,Engineer,1,1,Low
Female,No,35,No,Artist,13,1,Low
Female,No,20,No,Healthcare,1,3,Low
Male,No,25,Yes,Healthcare,4,5,Low
Female,No,23,No,Entertainment,0,2,Low
Male,Yes,53,Yes,Artist,0,5,Average
Female,No,49,Yes,Doctor,,2,Low
Female,No,35,Yes,Doctor,1,1,Low
Male,Yes,60,Yes,Executive,5,3,High
Male,Yes,86,Yes,Lawyer,0,1,Low
Female,,31,No,Healthcare,0,4,Low
Male,No,18,No,Marketing,2,2,Low
Male,Yes,38,Yes,Doctor,0,4,High
Male,No,39,Yes,Artist,8,2,Low
Female,No,45,No,Marketing,1,1,Low
Male,No,28,Yes,Healthcare,0,4,Low
Male,Yes,65,Yes,Lawyer,0,2,High
Female,No,41,Yes,Artist,0,1,Low
Male,Yes,48,No,Entertainment,1,3,Average
Female,Yes,52,Yes,Engineer,7,4,High
Female,No,26,Yes,Healthcare,,1,Low
Female,,43,Yes,Engineer,1,1,Low
Female,No,30,Yes,Healthcare,0,4,Low
Female,Yes,77,No,Lawyer,1,1,Low
Female,No,37,No,Artist,4,1,Low
Female,No,65,Yes,Lawyer,0,5,Low
Male,Yes,61,Yes,Artist,0,2,Average
Female,No,32,No,Healthcare,2,5,Low
Male,Yes,49,Yes,Artist,0,3,Low
Male,No,19,No,Healthcare,1,4,Low
Male,Yes,50,Yes,Artist,1,3,Average
Female,No,31,No,Healthcare,0,5,Low
Male,Yes,45,Yes,Doctor,6,2,Average
Male,Yes,82,Yes,Lawyer,0,2,High
Male,No,33,No,,5,3,Low
Male,Yes,39,Yes,Entertainment,9,3,High
Male,No,20,No,Healthcare,1,5,Low
Female,Yes,85,Yes,Lawyer,0,5,Low
Male,Yes,49,Yes,Entertainment,1,2,Low
Female,Yes,76,Yes,Artist,1,2,High
Male,Yes,37,Yes,Artist,0,4,High
Male,Yes,62,No,Artist,0,3,Average
Female,No,23,No,Marketing,2,6,Low
Male,No,33,Yes,Artist,0,1,Low
